"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1388","markus_644c39c7","","","False","","","markus ""Well, Gryffindor never bothers to change their coding. I should just use the colours. Aha, remove the name... Now the crest... Why do they even bother?"" id markus_644c39c7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1392","markus_30b655b7","","","False","","","markus ""And now - for the kindest fools of the bunch. Hufflepuff. I shouldn't even waste time on looking for a password with them."" id markus_30b655b7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1399","markus_ab714a29","","","False","","","markus ""I'll just take this and work it out when I get there."" id markus_ab714a29"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1404","markus_88742993","","","False","","","markus ""Ten, twenty, thirty..."" id markus_88742993"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1406","markus_b3def25f","","","False","","","markus ""How much shorter these stairs would be with one of those Gryffindor kittens with me..."" id markus_b3def25f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1408","markus_3dfedf17","","","False","","","markus ""Just how long are these stairs?"" id markus_3dfedf17"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1410","markus_f0259dbf","","","False","","","markus ""Gryffindor has the highest tower. Appropriate, given how they imagine themselves. The beauties make them tolerable, though."" id markus_f0259dbf"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1413","markus_ad3b9419","","","False","","","markus ""Oh, Merlin, where is that horrible singing coming from? The closer I get, the worse it becomes."" id markus_ad3b9419"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1415","markus_54efbe75","","","False","","","markus ""Urgh, the Fat Lady. Should have guessed by my traumatic memories..."" id markus_54efbe75"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1416","markus_75b2b26f","","","False","","","markus ""Khm... Honoured Fat Lady!"" id markus_75b2b26f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1417","markus_e611cf9d","","","False","","","markus ""(Looks like this Lady couldn't care less. Should I just say the password?)"" id markus_e611cf9d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1419","markus_c10569b2","","","False","","","markus ""Honoured Fat Lady, I'd like to try the password now."" id markus_c10569b2"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1423","markus_db6050c3","","","False","","","markus ""Fine, be like that. The password should still work."" id markus_db6050c3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1435","markus_3ef6abd9","","","False","","","markus ""No reaction. Am I talking to a wall?!"" id markus_3ef6abd9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1437","markus_36829eb9","","","False","","","markus ""Alright, time to show this portrait why I was Ravenclaw's Scrabble champion."" id markus_36829eb9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1439","markus_b978fc3b","","","False","","","markus ""Turkey, spider, nettles, meanness, coward, dagger, patronus..."" id markus_b978fc3b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1441","hermi_222d38c7","","","False","","","hermi ""...Did the buttons of your shirt magically fly off while you two were having a \""private conversation\""?"" id hermi_222d38c7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1443","markus_642450e5","","","False","","","markus ""Reducto, bludger, potion, chalice, broom, fortune, anus..."" id markus_642450e5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1445","hermi_6ca1f88e","","","False","","","hermi ""Parvati, how are you on her side? You've seen how she always tries to get his attention!"" id hermi_6ca1f88e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1447","markus_5c6cddfd","","","False","","","markus ""Labardan, mimbulus, nimbus, saffron, mantus..."" id markus_5c6cddfd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1449","hermi_91466ba9","","","False","","","hermi ""I should do what!? Emily! I won't go to the Forbidden Forest, end of discussion."" id hermi_91466ba9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1451","markus_293ddf7c","","","False","","","markus ""Bitch, dragons, mandrakes, leprechaun, my phallus!"" id markus_293ddf7c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1453","hermi_b76da974","","","False","","","hermi ""Then we'll just have to change the system. I am going to talk to the Headmaster!"" id hermi_b76da974"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1456","markus_15531e19","","","False","","","markus ""ALLLLLOHOMORA!"" id markus_15531e19"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1458","markus_2d026887","","","False","","","markus ""Oh hey, it moved!"" id markus_2d026887"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1460","hermi_8cfb7f7f","","","False","","","hermi ""Who's there? Neville, did you forget the password again? Honestly!"" id hermi_8cfb7f7f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1462","markus_fc5550ef","","","False","","","markus ""(Caught again. Well, time to put those acting classes to use.)"" id markus_fc5550ef"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1467","hermi_d4791848","","","False","","","hermi ""(Oh Merlin, this is so embarrassing. What if he's from the Ministry? Or even worse...)"" id hermi_d4791848"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1469","markus_c5a4da8e","","","False","","","markus ""Begging your pardon, miss, I... I am a magical reminder! Yes, a very loud one!"" id markus_c5a4da8e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1471","hermi_58d5ce1d","","","False","","","hermi ""Err, nice to meet you. I have to go now! (What if he's a new teacher? I was so rude!)"" id hermi_58d5ce1d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1473","markus_b8aa9d7a","","","False","","","markus ""(Look at her go! I'm starting to think wide hips are a school admission criteria.)"" id markus_b8aa9d7a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1475","markus_1cb03e6c","","","False","","","markus ""Where are you going, miss? Miss? Oh. She's gone."" id markus_1cb03e6c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1481","markus_f37bee41","","","False","","","markus ""Good job Marcus. But wow, what a looker."" id markus_f37bee41"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1483","markus_42b293de","","","False","","","markus ""If I were headmaster, I'd allow mixed bedrooms."" id markus_42b293de"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1490","dum_29dddff6","","","False","","","dum ""Yes, yes, you may enter."" id dum_29dddff6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1495","hermi_492e09cc","","","False","","","hermi ""Good evening sir, I hope you are not busy?"" id hermi_492e09cc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1497","dum_c04921a6","","","False","","","dum ""Miss Granger. I must apologise, but I was just about to feed Fawkes..."" id dum_c04921a6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1499","hermi_35309585","","","False","","","hermi ""Of course! Please, don't mind me."" id hermi_35309585"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1501","dum_5bae6df6","","","False","","","dum ""Very well then."" id dum_5bae6df6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1503","hermi_389c2965","","","False","","","hermi ""And while you're feeding him, I would like to discuss something with you."" id hermi_389c2965"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1505","dum_980bf6b9","","","False","","","dum ""Yes, I am quite aware of that."" id dum_980bf6b9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1507","hermi_f258a5af","","","False","","","hermi ""There's a lot to go over. Mostly rules regarding relationships between students of different genders."" id hermi_f258a5af"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1509","dum_10dc4a69","","","False","","","dum ""The system is strict enough, Miss Granger."" id dum_10dc4a69"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1511","hermi_f0ffe1f4","","","False","","","hermi ""I disagree, Professor. I resent that I am forced to keep the man I love by opening my legs rather than broadening his mind!"" id hermi_f0ffe1f4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1513","dum_91affb7d","","","False","","","dum ""The rules will stay as they are. The only exceptions apply to students in your very position. You can always end your relationship if you feel pressured."" id dum_91affb7d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1515","hermi_3df11cc6","","","False","","","hermi ""Sir, the idea that students outside relationships are not engaging in sexual activities is naive. There are very easy ways around the restrictions. Like sneaking into the Forbidden Forest..."" id hermi_3df11cc6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1517","dum_7f26cc36","","","False","","","dum ""Unfortunately, that is beyond my control. This is a school, not a prison camp."" id dum_7f26cc36"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1519","hermi_9077b826","","","False","","","hermi ""I don't imagine I am the only one who feels similarly pressured to engage in such activities."" id hermi_9077b826"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1521","dum_f28c8b86","","","False","","","dum ""All right, Miss Granger, then leave your papers here and I will comb through them. Next year we will discuss the implementation of some of your proposed changes."" id dum_f28c8b86"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1523","hermi_a0a5c659","","","False","","","hermi ""Thank you, sir! I promise you won't regret it!"" id hermi_a0a5c659"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1525","dum_c7676b1e","","","False","","","dum ""I know I won't, Miss Granger. You are free to leave."" id dum_c7676b1e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1530","dum_100d2b20","","","False","","","dum ""I do hope Miss Granger finds someone to loosen her up over the holidays."" id dum_100d2b20"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1537","markus_85effb24","","","False","","","markus ""I'm probably one of the few who knew how to get in even before the admission."" id markus_85effb24"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1538","markus_2769b018","","","False","","","markus ""And speaking of admission - those Slytherin pureblood fetishists like to use the back door for that!"" id markus_2769b018"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1540","markus_5a915d67","","","False","","","markus ""I'm sure happy my father can't hear me think right now."" id markus_5a915d67"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1541","markus_f25d7b49","","","False","","","markus ""Bastard wouldn't have considered telling me how to get in if he knew I'd end up in Ravenclaw."" id markus_f25d7b49"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1545","markus_54e69756","","","False","","","markus ""B-r-r. Cold as winter in here. Okay, what was it, then? Turn this, now touch this stone."" id markus_54e69756"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1546","markus_3c0c67b0","","","False","","","markus ""And then move the forward, carefully, until you reach the deepest point..."" id markus_3c0c67b0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1548","markus_4b8d1e11","","","False","","","markus ""The hell? Why is nothing happening? Did I miss something? Ah, wait, there is something there..."" id markus_4b8d1e11"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1550","markus_f5e7ab8c","","","False","","","markus ""I'm on the right track. And... Here's the entrance. What was the password again? Oh, right... These Slytherins are actually quite the perverts. Always trying to put their snakes into something, even passwords..."" id markus_f5e7ab8c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1553","daphne_e1c690af","","","False","","","daphne ""Oh, don't ask me, Tracy. I don't understand it either. What a waste of a woman's talents."" id daphne_e1c690af"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1555","markus_05fa265f","","","False","","","markus ""Well, hello. Someone's inside?"" id markus_05fa265f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1557","daphne_0b36ae2d","","","False","","","daphne ""No, trying to persuade Dumbledore is useless."" id daphne_0b36ae2d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1559","daphne_6d7769ef","","","False","","","daphne ""Very funny, Tracy. I want him to desire me to the point of madness. And if you don't, you can continue to wear that insulting uniform."" id daphne_6d7769ef"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1562","markus_d7707a82","","","False","","","markus ""Oh well, nevermind that."" id markus_d7707a82"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1564","markus_3c1217d9","","","False","","","markus ""Okay. Deep breath and..."" id markus_3c1217d9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1571","markus_046aa2aa","","","False","","","markus ""Hmm, that's not right."" id markus_046aa2aa"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1576","markus_89c20efd","","","False","","","markus ""My memory really is fading."" id markus_89c20efd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1581","markus_07f8d8f7","","","False","","","markus ""Hey I think the wall started to move!"" id markus_07f8d8f7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1586","markus_10b8d120","","","False","","","markus ""(Merlin's beard, students are coming! With some luck they shouldn't see me...) "" id markus_10b8d120"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1589","daphne_0a35329f","","","False","","","daphne ""What are you doing here? Who are you?"" id daphne_0a35329f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1590","markus_456b7dd8","","","False","","","markus ""(I'm a snake by blood, but I'm not solid enough!)"" id markus_456b7dd8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1592","markus_725b42fa","","","False","","","markus ""Umm, Miss, I beg your pardon. Reckon something I ate disagreed with me..."" id markus_725b42fa"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1594","daphne_38990c4c","","","False","","","daphne ""(What a strange man. Still, he is rather cute. Let's give him something to remember me by.)"" id daphne_38990c4c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1595","daphne_ef8fc3c6","","","False","","","daphne ""You should be careful with what you put in your mouth..."" id daphne_ef8fc3c6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1596","markus_4a290bc7","","","False","","","markus ""(Oh yeah, and I just have something perfect for yours!)"" id markus_4a290bc7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1597","markus_a544e050","","","False","","","markus ""I..."" id markus_a544e050"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1599","markus_7bb9e451","","","False","","","markus ""(Wow, look at the sway of those hips! Can you even walk like that in school? Isn't that against the rules?)"" id markus_7bb9e451"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1605","markus_6e64d0d9","","","False","","","markus ""Crap, the door! The passage is closing! Hey wait up!"" id markus_6e64d0d9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1607","markus_aff232a9","","","False","","","markus ""Merlin's curses, it's shut again! Blasted girls and their cute little rumps."" id markus_aff232a9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1609","markus_834cf7f7","","","False","","","markus ""Although there wasn't anything \""little\"" about that one. I would love to see her in something tighter."" id markus_834cf7f7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1616","dum_99e259cd","","","False","","","dum ""Come in..."" id dum_99e259cd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1623","dum_2c3c21e1","","","False","","","dum ""Oh, Miss Greengrass, how... delightful. What can I do for you today?"" id dum_2c3c21e1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1625","daphne_255a5f7a","","","False","","","daphne ""It's a long list, you might want to enchant a feather..."" id daphne_255a5f7a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1627","dum_93c6e850","","","False","","","dum ""Then you should find a jinn, not a headmaster. But you should be careful, they aren't the most welcoming of creatures."" id dum_93c6e850"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1628","daphne_ed85224d","","","False","","","daphne ""Jinns aren't the ones running the school, and it's not they who force us to..."" id daphne_ed85224d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1630","dum_5766563b","","","False","","","dum ""I would appreciate it if your list contained nothing about underwear."" id dum_5766563b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1632","daphne_cd8e562e","","","False","","","daphne ""Not one word about it, on one condition: We can wear what we want!"" id daphne_cd8e562e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1634","dum_4ac0ba63","","","False","","","dum ""We've been over this, Miss Greengrass."" id dum_4ac0ba63"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1636","daphne_5cb37470","","","False","","","daphne ""But sir!"" id daphne_5cb37470"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1638","dum_4edaec4e","","","False","","","dum ""The Hogwarts uniform has to follow certain guidelines. Material, skirt-length, functionality..."" id dum_4edaec4e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1640","daphne_5e963bab","","","False","","","daphne ""Underwear should not be a part of the uniform! How can you force everyone to wear the same panties..."" id daphne_5e963bab"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1642","dum_86e3e175","","","False","","","dum ""The Council has decreed that student's underclothes are, indeed, a part of the school uniform."" id dum_86e3e175"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1644","daphne_5c465dc3","","","False","","","daphne ""But that is idiotic! A girl should decide for herself..."" id daphne_5c465dc3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1646","dum_2f21ceb8","","","False","","","dum ""Enough, Daphne. If this is really such a big issue - you know what to do. Gather signatures, prepare a report, and present it to the Council. Then we may consider it."" id dum_2f21ceb8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1648","daphne_a3b3c9f1","","","False","","","daphne ""Already done. Everything is right here."" id daphne_a3b3c9f1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1650","dum_8a598d3f","","","False","","","dum ""(What an awfully... insistent young woman.)"" id dum_8a598d3f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1652","daphne_5f4ee1c1","","","False","","","daphne ""Here, this is a complete analysis of the underwear at present. Attached you will find comments from girls from each house, charts..."" id daphne_5f4ee1c1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1654","dum_8cd1dbf8","","","False","","","dum ""Miss Greengrass..."" id dum_8cd1dbf8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1657","dum_418293c0","","","False","","","dum ""Here's what we will do: I will carefully study these papers. And then I shall make your case to the Council, as soon as I am able to."" id dum_418293c0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1659","daphne_7715c427","","","False","","","daphne ""Really? I... then I... must order a few samples. I am even prepared to model personally. And to speed up the process, I will convince the other girls..."" id daphne_7715c427"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1661","dum_cdf52640","","","False","","","dum ""There is no need to hurry, my dear. The year is coming to an end after all."" id dum_cdf52640"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1663","daphne_82978125","","","False","","","daphne ""In that case, I will remain here this summer."" id daphne_82978125"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1665","dum_9ee1f493","","","False","","","dum ""I am afraid that is not possible. Daphne, we will resume this conversation when we next meet."" id dum_9ee1f493"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1667","daphne_4a6439f7","","","False","","","daphne ""Of course sir. I will make sure that everything is in order, so we can start as soon as I come back!"" id daphne_4a6439f7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1669","dum_246ef1ce","","","False","","","dum ""Do you need anything else?"" id dum_246ef1ce"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1671","daphne_21528ee3","","","False","","","daphne ""No. Until next year then, professor!"" id daphne_21528ee3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1673","dum_374182f7","","","False","","","dum ""Have a nice holiday, Miss Greengrass."" id dum_374182f7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1680","dum_89de2298","","","False","","","dum ""Merlin grant patience to whomever sits here after me."" id dum_89de2298"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1686","markus_458c1f1d","","","False","","","markus ""Ah, Ravenclaw, my second home!"" id markus_458c1f1d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1688","markus_146c052a","","","False","","","markus ""Unfortunately, a rather small home... "" id markus_146c052a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1689","markus_a90fe24b","","","False","","","markus ""Yes, and girls not very popular in the school..."" id markus_a90fe24b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1691","markus_9775f638","","","False","","","markus ""So many memories. When I came here for the first time... Well, this isn't the time."" id markus_9775f638"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1694","markus_cbadbcb4","","","False","","","markus ""And here's the portrait of... Oh, it's empty, odd. Where did that Rowena disappear to again?"" id markus_cbadbcb4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1696","markus_e6b356b1","","","False","","","markus ""Let's take a look at the riddles for today. I have to guess correctly to enter."" id markus_e6b356b1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1698","markus_94f9be5a","","","False","","","markus ""I hope I don't have to figure out all of them."" id markus_94f9be5a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1710","markus_eb3d9585","","","False","","","markus ""Nothing vulgar, then? Ha..."" id markus_eb3d9585"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1715","markus_b9e881a9","","","False","","","markus ""Erm, fine, I know I'm not at my best today."" id markus_b9e881a9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1719","markus_13dc3935","","","False","","","markus ""No? But I did see one such. It had a very scientific name... \""Pīcea pūngens\""!"" id markus_13dc3935"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1721","markus_8d04d96d","","","False","","","markus ""Moving on."" id markus_8d04d96d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1725","markus_817bd517","","","False","","","markus ""Come on! Scissors!"" id markus_817bd517"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1727","luna_03aba4cd","","","False","","","luna ""See? Even my inside voice tells me I'll need scissors!"" id luna_03aba4cd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1729","markus_70c18632","","","False","","","markus ""Did I just hear... female voices?"" id markus_70c18632"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1736","markus_cce13c07","","","False","","","markus ""Hm, riddles have taken an interesting turn since my day."" id markus_cce13c07"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1741","markus_f3025b19","","","False","","","markus ""What else can you lick? Well, without violating our dear codex..."" id markus_f3025b19"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1745","markus_584d7e96","","","False","","","markus ""Yeah, I didn't have high hopes for that one to begin with..."" id markus_584d7e96"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1747","luna_be738e57","","","False","","","luna ""And, to be honest, I don't understand professor Dumbledore..."" id luna_be738e57"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1749","markus_8cc05cdb","","","False","","","markus ""Hmm, I can hear someone..."" id markus_8cc05cdb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1750","markus_5f6a954d","","","False","","","markus ""Well, I still need to make this work. What else do we have?"" id markus_5f6a954d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1756","markus_d7e65b62","","","False","","","markus ""These riddles shouldn't be hard for a first year to figure out. I shouldn't overthink. Come on, concentrate!"" id markus_d7e65b62"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1761","markus_2e0625a8","","","False","","","markus ""Well, if we consider double entendres, then..."" id markus_2e0625a8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1766","markus_c0a08081","","","False","","","markus ""These riddles are for children Marcus, get your head out of the gutter..."" id markus_c0a08081"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1770","markus_f8fb6c46","","","False","","","markus ""Ugh... Why do I have to do this..."" id markus_f8fb6c46"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1772","luna_11bfc3dd","","","False","","","luna ""There is a chance that someone is breaking IMVOIS right now! And Dumbledore won't give me the resources to uncover the truth."" id luna_11bfc3dd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1774","markus_49b201fe","","","False","","","markus ""Hmm, I thought I heard voices..."" id markus_49b201fe"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1775","markus_3da5cfbc","","","False","","","markus ""Or is that just me?"" id markus_3da5cfbc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1781","markus_3a388d12","","","False","","","markus ""I mean, if every man were a gardener yes, as it stands I don't think it's the right answer."" id markus_3a388d12"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1786","markus_182f2bef","","","False","","","markus ""Oh, come on... "" id markus_182f2bef"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1790","markus_083fd181","","","False","","","markus ""I know it isn't the right solution, but it sure does feel like it."" id markus_083fd181"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1794","markus_7898b737","","","False","","","markus ""That makes absolutely no sense. Still, someone should invent a spell to get through riddles."" id markus_7898b737"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1798","markus_a59d7d89","","","False","","","markus ""In hindsight it was pretty obvious, I mean, what else could it be?"" id markus_a59d7d89"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1800","luna_d2f11ce7","","","False","","","luna ""What do you mean, \""out of my mind\""? Cho, sometimes I think that everyone around me is out of their minds..."" id luna_d2f11ce7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1802","markus_a0fdb4da","","","False","","","markus ""There is someone behind the door."" id markus_a0fdb4da"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1814","luna_1a1202ca","","","False","","","luna ""Who's there?"" id luna_1a1202ca"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1816","markus_70306f69","","","False","","","markus ""Please help your fellow Ravenclaw to gain entrance into these hallowed halls."" id markus_70306f69"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1818","luna_8634d20f","","","False","","","luna ""I don't recognise the voice. Are you actually a Slytherin?"" id luna_8634d20f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1820","markus_e21ee4b5","","","False","","","markus ""I'm not from Slytherin, but I do wish to slither-in."" id markus_e21ee4b5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1822","luna_747222dc","","","False","","","luna ""Everyone who is allowed to be here already is. Besides, that pun was terrible."" id luna_747222dc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1824","markus_6f15bf88","","","False","","","markus ""I'll give YOU a terrible punt, unless you open this door."" id markus_6f15bf88"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1826","luna_e50c791b","","","False","","","luna ""Time to go upstairs!"" id luna_e50c791b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1828","markus_fe788885","","","False","","","markus ""That was obviously a joke. Come on, I just need..."" id markus_fe788885"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1831","markus_d3f846a8","","","False","","","markus ""Well, she left."" id markus_d3f846a8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1833","luna_463f231d","","","False","","","luna ""What did you need?"" id luna_463f231d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1835","markus_97f086fc","","","False","","","markus ""I really need to enter!"" id markus_97f086fc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:1837","luna_f9a74a0a","","","False","","","luna ""Enter? Enter where?"" id luna_f9a74a0a"
