Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
Q_ff2bae82	Q	To look at you now would be an amazing pleasure. Oh, from fantasy alone, my nipples are starting to grow harder!	game/tl/english/event/stukov_fuck_her.rpy	359	Q "[what]" id Q_ff2bae82
narrator_8cd8b0a7		*Squish* *Squish*	game/tl/english/event/stukov_fuck_her.rpy	365	"[what]" id narrator_8cd8b0a7 with shake_10
A_a6215162	A	Fuck... Yes.	game/tl/english/event/stukov_fuck_her.rpy	371	A "[what]" id A_a6215162
A_9ad3894f	A	(I feel... I feel it beautifully and clearly.)	game/tl/english/event/stukov_fuck_her.rpy	377	A "[what]" id A_9ad3894f
Q_b887031b	Q	When you strain, you look very hot... If I had the time, maybe I'd even give you freedom now.	game/tl/english/event/stukov_fuck_her.rpy	383	Q "[what]" id Q_b887031b
narrator_b7c25340		The tail that was just guiding the penis previously now joined the breasts in moving, allowing Mistress to enjoy Stukov's ragged groans.	game/tl/english/event/stukov_fuck_her.rpy	389	"[what]" id narrator_b7c25340
Q_1490f52c	Q	I think that was too much... Are you cumming?	game/tl/english/event/stukov_fuck_her.rpy	395	Q "[what]" id Q_1490f52c
A_e5586deb	A	Nope...	game/tl/english/event/stukov_fuck_her.rpy	401	A "[what]" id A_e5586deb
Q_7ba3daf6	Q	What a blatant lie.	game/tl/english/event/stukov_fuck_her.rpy	407	Q "[what]" id Q_7ba3daf6
narrator_df07528e		Mistress's tail squeezed hard, reminding Stukov it wasn't time to finish.	game/tl/english/event/stukov_fuck_her.rpy	413	"[what]" id narrator_df07528e
A_d4357dd5	A	Archkh...	game/tl/english/event/stukov_fuck_her.rpy	419	A "[what]" id A_d4357dd5
A_bd6b42f7	A	It is possible to be gentler...	game/tl/english/event/stukov_fuck_her.rpy	425	A "[what]" id A_bd6b42f7
Q_49066c1a	Q	Haha, you can. But there are no rules in this game. Just fun.	game/tl/english/event/stukov_fuck_her.rpy	431	Q "[what]" id Q_49066c1a
Q_851a238b	Q	Especially since you said yourself that everything will happen rudely and without unnecessary questions.	game/tl/english/event/stukov_fuck_her.rpy	437	Q "[what]" id Q_851a238b
narrator_520e3616		Stukov felt the pace he already gotten used to return, slowly reaching the culmination. He didn't really comprehend anymore that Mistress could stop him again, he just wanted to cum.	game/tl/english/event/stukov_fuck_her.rpy	443	"[what]" id narrator_520e3616
narrator_bd68848a		He tried to thrust forward, to plunge into her bossom completely, but she held him tightly, preventing any attempts at disrupting her fun.	game/tl/english/event/stukov_fuck_her.rpy	449	"[what]" id narrator_bd68848a
Q_b266e2fd	Q	Want some action? I'm going to have to show you what happens to those who try to escape.	game/tl/english/event/stukov_fuck_her.rpy	455	Q "[what]" id Q_b266e2fd
narrator_d21b396e		*Slurp* *Slurp*	game/tl/english/event/stukov_fuck_her.rpy	461	"[what]" id narrator_d21b396e with shake_15
narrator_b55b4c9d		Mistress's tail moved lower, still coiled around Stukov's dick. It started playing with his balls just as the tentacle inside him moved further, searching for the magical spot.	game/tl/english/event/stukov_fuck_her.rpy	467	"[what]" id narrator_b55b4c9d
Q_d9df3ce3	Q	Now you don't have to even think about getting out. Now is the time for the cherry on the cake. Although in our case it looks more like a cream than a cherry.	game/tl/english/event/stukov_fuck_her.rpy	473	Q "[what]" id Q_d9df3ce3
narrator_dc4aebf8		Thoughts left Stukov's head as soon as the tentacle finally reached its goal.	game/tl/english/event/stukov_fuck_her.rpy	479	"[what]" id narrator_dc4aebf8
A_5a668a8b	A	Mmm... Arch.	game/tl/english/event/stukov_fuck_her.rpy	485	A "[what]" id A_5a668a8b
narrator_8ac650e3		Stukov completely stopped comprehending whatever Mistress was saying to him, fully immersed in the feeling of the tongue on his dick.	game/tl/english/event/stukov_fuck_her.rpy	491	"[what]" id narrator_8ac650e3
Q_bb086d3b	Q	Mmm... Good, that's exactly what I wanted... Your dick is already pretty hard. A little more and it's just going to explode with tension.	game/tl/english/event/stukov_fuck_her.rpy	497	Q "[what]" id Q_bb086d3b
Q_52a4492d	Q	You only have one attempt to not disappoint me, so try not to let me down.	game/tl/english/event/stukov_fuck_her.rpy	503	Q "[what]" id Q_52a4492d
A_72383250	A	Yes... Ok... Hell!	game/tl/english/event/stukov_fuck_her.rpy	509	A "[what]" id A_72383250
narrator_d21b396e_1		*Slurp* *Slurp*	game/tl/english/event/stukov_fuck_her.rpy	515	"[what]" id narrator_d21b396e_1 with shake_15
narrator_8ecdd469		Stukov couldn't stop hissing, trying to contain any other sounds eager to get out of him, when the tentacle and the tongue became more active than ever.	game/tl/english/event/stukov_fuck_her.rpy	521	"[what]" id narrator_8ecdd469
narrator_8a278a2a		Mistress kept moving her chest up and down, her tongue licking the cock again and again. The abundance of lubricant allowed for easy movement.	game/tl/english/event/stukov_fuck_her.rpy	527	"[what]" id narrator_8a278a2a
narrator_85728e4b		*Slurp* *Slurp* *Slurp*	game/tl/english/event/stukov_fuck_her.rpy	533	"[what]" id narrator_85728e4b with shake_05
A_b33eebde	A	(I couldn't imagine that this could last this long!)	game/tl/english/event/stukov_fuck_her.rpy	539	A "[what]" id A_b33eebde
Q_c5879dc0	Q	And here we are coming to an end!	game/tl/english/event/stukov_fuck_her.rpy	545	Q "[what]" id Q_c5879dc0
narrator_a8be08f1		*Squish * * Smack * * Squish*	game/tl/english/event/stukov_fuck_her.rpy	551	"[what]" id narrator_a8be08f1 with shake_20
A_c53d4663	A	{size=+10}YES!!!{/size}	game/tl/english/event/stukov_fuck_her.rpy	557	A "[what]" id A_c53d4663
A_8d674c59	A	Ooh fuck, more's coming!	game/tl/english/event/stukov_fuck_her.rpy	563	A "[what]" id A_8d674c59
narrator_f38a4be6		*SPLOOSH*	game/tl/english/event/stukov_fuck_her.rpy	569	"[what]" id narrator_f38a4be6 with shake_20
narrator_f38a4be6_1		*SPLOOSH*	game/tl/english/event/stukov_fuck_her.rpy	575	"[what]" id narrator_f38a4be6_1 with shake_20
narrator_f38a4be6_2		*SPLOOSH*	game/tl/english/event/stukov_fuck_her.rpy	581	"[what]" id narrator_f38a4be6_2 with shake_20
A_c80f918a	A	Hahahaa, now that's what I call relief...	game/tl/english/event/stukov_fuck_her.rpy	587	A "[what]" id A_c80f918a
narrator_c050dc5a		Mistress didn't let the penis out of her chest, squeezing down on it. Semen flowed together with lubricant, adding even more slurping to the cacophony.	game/tl/english/event/stukov_fuck_her.rpy	593	"[what]" id narrator_c050dc5a
Q_f9d57fb4	Q	You didn't fail me, Stukov. That is quite a lot of sperm.	game/tl/english/event/stukov_fuck_her.rpy	599	Q "[what]" id Q_f9d57fb4
A_d2c1d9a4	A	It would be disgraced to fail you...	game/tl/english/event/stukov_fuck_her.rpy	605	A "[what]" id A_d2c1d9a4
intro_42ecb343	intro		game/tl/english/event/stukov_fuck_her.rpy	611	intro "[what]" id intro_42ecb343
S_f379c3a4	S	Take me to Abathur.	game/tl/english/event/swarm_abathur.rpy	5	S "[what]" id S_f379c3a4
A_58dbad04	A	Heh, so you've decided to accept Abathur's offer.	game/tl/english/event/swarm_abathur.rpy	11	A "[what]" id A_58dbad04
S_fdf80ec5	S	Yes.	game/tl/english/event/swarm_abathur.rpy	17	S "[what]" id S_fdf80ec5
A_e40c5f48	A	Alright, follow me then.	game/tl/english/event/swarm_abathur.rpy	23	A "[what]" id A_e40c5f48
narrator_9b28ab2a		Stukov and Sarah headed to the Hall of Evolution.	game/tl/english/event/swarm_abathur.rpy	29	"[what]" id narrator_9b28ab2a
A_f948b706	A	Here we are. You know what to do.	game/tl/english/event/swarm_abathur.rpy	35	A "[what]" id A_f948b706
A_1305f8e7	A	I'll be waiting here, as usual.	game/tl/english/event/swarm_abathur.rpy	41	A "[what]" id A_1305f8e7
narrator_9f6c9013		The doors opened before Sarah, another encounter with Abathur awaited her.	game/tl/english/event/swarm_abathur.rpy	47	"[what]" id narrator_9f6c9013
AB_589c9e88	AB	Terran arrived, ready to begin.	game/tl/english/event/swarm_abathur.rpy	53	AB "[what]" id AB_589c9e88
S_262d2c7f	S	Huh? W-what? Won't you explain something at least?	game/tl/english/event/swarm_abathur.rpy	59	S "[what]" id S_262d2c7f
AB_2530bc6d	AB	Too much questions. 2504 experiments conducted. 1 deemed successful. Acceptable results, no further testing needed.	game/tl/english/event/swarm_abathur.rpy	65	AB "[what]" id AB_2530bc6d
S_c571dca3	S	(J-just like this...)	game/tl/english/event/swarm_abathur.rpy	71	S "[what]" id S_c571dca3
S_ac4dd6df	S	I don't even know what I'm signing up for...	game/tl/english/event/swarm_abathur.rpy	77	S "[what]" id S_ac4dd6df
AB_18db8630	AB	Design must be simple. Elegant. Implementation, less so.	game/tl/english/event/swarm_abathur.rpy	83	AB "[what]" id AB_18db8630
S_753ce766	S	W-what do I have to do?	game/tl/english/event/swarm_abathur.rpy	89	S "[what]" id S_753ce766
AB_f6403bb3	AB	Ingest organisms. Wait for effects. Evolution requires time. Terran essence imposes difficult conditions. Too weak.	game/tl/english/event/swarm_abathur.rpy	95	AB "[what]" id AB_f6403bb3
S_36c73fc8	S	I-ingest?	game/tl/english/event/swarm_abathur.rpy	101	S "[what]" id S_36c73fc8
AB_65c97b77	AB	Yes, the optimal option. Eat them.	game/tl/english/event/swarm_abathur.rpy	107	AB "[what]" id AB_65c97b77
S_34199a59	S	!!!	game/tl/english/event/swarm_abathur.rpy	113	S "[what]" id S_34199a59
S_5f290dbb	S	...	game/tl/english/event/swarm_abathur.rpy	119	S "[what]" id S_5f290dbb
S_c4c3ea75	S	(This is doubtlessly disgusting... But I have to do it.)	game/tl/english/event/swarm_abathur.rpy	125	S "[what]" id S_c4c3ea75
S_e81bfd28	S	Alright, I'll do it...	game/tl/english/event/swarm_abathur.rpy	131	S "[what]" id S_e81bfd28
narrator_121f944a		Sarah slowly sat down on the ground.	game/tl/english/event/swarm_abathur.rpy	137	"[what]" id narrator_121f944a
ABside4_861a2570	ABside4	Dead matter needs to be removed. Have destroyed dead matter on other organisms. Mistress ordered to preserve these. Intent unknown, but order understood.	game/tl/english/event/swarm_abathur.rpy	143	ABside4 "[what]" id ABside4_861a2570
S_34199a59_1	S	!!!	game/tl/english/event/swarm_abathur.rpy	149	S "[what]" id S_34199a59_1
S_57760df7	S	(Shit, I knew it...)	game/tl/english/event/swarm_abathur.rpy	155	S "[what]" id S_57760df7
ABside2_da2c840a	ABside2	Be faster.	game/tl/english/event/swarm_abathur.rpy	161	ABside2 "[what]" id ABside2_da2c840a
S_5f290dbb_1	S	...	game/tl/english/event/swarm_abathur.rpy	167	S "[what]" id S_5f290dbb_1
S_16d309bb	S	Okay.	game/tl/english/event/swarm_abathur.rpy	173	S "[what]" id S_16d309bb
narrator_c43f6215		Sarah promptly removed her garments and put them on the ground next to her.	game/tl/english/event/swarm_abathur.rpy	179	"[what]" id narrator_c43f6215
ABside1_45966a76	ABside1	We shall begin.	game/tl/english/event/swarm_abathur.rpy	185	ABside1 "[what]" id ABside1_45966a76
narrator_f6371875		Sarah sat right in front of Abathur, without any knowledge of what awaited her.	game/tl/english/event/swarm_abathur.rpy	191	"[what]" id narrator_f6371875
ABside1_8912f90b	ABside1	Optimal position for ingestion. Beginning process.	game/tl/english/event/swarm_abathur.rpy	197	ABside1 "[what]" id ABside1_8912f90b
S_b463b829	S	Yeah?.. I haven't even paid it any mind...	game/tl/english/event/swarm_abathur.rpy	203	S "[what]" id S_b463b829
S_eead84fa	S	(It's all because of how I get food here...)	game/tl/english/event/swarm_abathur.rpy	209	S "[what]" id S_eead84fa
narrator_21b06b9a		Abathur straightened his body out and towered over Sarah.	game/tl/english/event/swarm_abathur.rpy	215	"[what]" id narrator_21b06b9a
S_1b703c3c	S	(Aaah??? D-did he just extend himself or something? How big is he truly is?)	game/tl/english/event/swarm_abathur.rpy	221	S "[what]" id S_1b703c3c
AB_20a23388	AB	Organism production starting. Prepare to ingest.	game/tl/english/event/swarm_abathur.rpy	227	AB "[what]" id AB_20a23388
narrator_3ea97418		Various minuscule creatures started appearing in Abathur's mouth and he started making a very weird sound.	game/tl/english/event/swarm_abathur.rpy	233	"[what]" id narrator_3ea97418
S_7d43b3c0	S	W-wait, how am I supposed to eat them? Can't you just... give them to me?	game/tl/english/event/swarm_abathur.rpy	239	S "[what]" id S_7d43b3c0
AB_7c900c7a	AB	Organisms are fragile. Inside me, safe.	game/tl/english/event/swarm_abathur.rpy	245	AB "[what]" id AB_7c900c7a
AB_d02fc227	AB	Beginning transfer.	game/tl/english/event/swarm_abathur.rpy	251	AB "[what]" id AB_d02fc227
S_34199a59_2	S	!!!	game/tl/english/event/swarm_abathur.rpy	257	S "[what]" id S_34199a59_2
S_546131f9	S	S-stop, don't just...	game/tl/english/event/swarm_abathur.rpy	263	S "[what]" id S_546131f9
S_ed11986a	S	(Aaah??? T-they're coming already...)	game/tl/english/event/swarm_abathur.rpy	269	S "[what]" id S_ed11986a
S_25fdad47	S	Mngh... ha... 	game/tl/english/event/swarm_abathur.rpy	275	S "[what]" id S_25fdad47
S_d0498839	S	*Aamph... phh...*	game/tl/english/event/swarm_abathur.rpy	281	S "[what]" id S_d0498839
S_16362214	S	(Ahh... no... this is weird... ahh... they're wiggling...)	game/tl/english/event/swarm_abathur.rpy	287	S "[what]" id S_16362214
AB_2ba9e938	AB	Ingested organisms activated, more required.	game/tl/english/event/swarm_abathur.rpy	293	AB "[what]" id AB_2ba9e938
narrator_ce6496d6		Sarah closed her eyes to better deal with the strange sensations she was experiencing and tried to break free from Abathur's grip which lead several of the organisms land on her body.	game/tl/english/event/swarm_abathur.rpy	299	"[what]" id narrator_ce6496d6
S_bd8a20bf	S	Ahhh... mmgh... no...	game/tl/english/event/swarm_abathur.rpy	305	S "[what]" id S_bd8a20bf
S_ba9f95fd	S	(Ahhh... no, let me go... I can't...)	game/tl/english/event/swarm_abathur.rpy	311	S "[what]" id S_ba9f95fd
narrator_ba15362b		The creatures that missed Sarah's mouth started wiggling, providing additional stimulation to Sarah's body.	game/tl/english/event/swarm_abathur.rpy	317	"[what]" id narrator_ba15362b
S_8a5f8f20	S	*Gulp*	game/tl/english/event/swarm_abathur.rpy	323	S "[what]" id S_8a5f8f20
S_90f50324	S	(Ahhh... there're so many...)	game/tl/english/event/swarm_abathur.rpy	329	S "[what]" id S_90f50324
narrator_579e265c		Sarah felt intense pleasure from the unusual process despite not wanting to acknowledge it.	game/tl/english/event/swarm_abathur.rpy	335	"[what]" id narrator_579e265c
S_9eb3124d	S	(Ahh... s-shit, is this really because of that food? Have I used the dispenser too much and conditioned my body...)	game/tl/english/event/swarm_abathur.rpy	341	S "[what]" id S_9eb3124d
AB_d897cbe6	AB	Many organisms were not ingested. Ineffective ingesting unacceptable. Requires upgrades.	game/tl/english/event/swarm_abathur.rpy	347	AB "[what]" id AB_d897cbe6
S_770c60c9	S	Mngh... mmph... ah...	game/tl/english/event/swarm_abathur.rpy	353	S "[what]" id S_770c60c9
S_3e16171d	S	(I... I'm... trying... as hard as I can.)	game/tl/english/event/swarm_abathur.rpy	359	S "[what]" id S_3e16171d
narrator_d5908295		Sarah continued trying to swallow more organisms, but most of them simply missed her mouth.	game/tl/english/event/swarm_abathur.rpy	365	"[what]" id narrator_d5908295
S_36182f94	S	(I feel... my head... but... why does this feel so good... ahh...)	game/tl/english/event/swarm_abathur.rpy	371	S "[what]" id S_36182f94
S_0dd32b47	S	Mnnnmhg...	game/tl/english/event/swarm_abathur.rpy	377	S "[what]" id S_0dd32b47
S_309b8c8d	S	(T-they are m-moving inside me... It's... maddening... It's inside me...)	game/tl/english/event/swarm_abathur.rpy	383	S "[what]" id S_309b8c8d
S_baf733f6	S	Mmh... ahh... bah...	game/tl/english/event/swarm_abathur.rpy	389	S "[what]" id S_baf733f6
S_93899c66	S	(Ahh... no... not my throat... nor my stomach, please... ah... It's so hot!!!)	game/tl/english/event/swarm_abathur.rpy	395	S "[what]" id S_93899c66
AB_0010b721	AB	Not enough organisms ingested, transmission method deemed ineffective.	game/tl/english/event/swarm_abathur.rpy	401	AB "[what]" id AB_0010b721
AB_cb4f095d	AB	Attempting to finish experiment, adapting to inferior number of organisms.	game/tl/english/event/swarm_abathur.rpy	407	AB "[what]" id AB_cb4f095d
S_ebab5b3f	S	(W-what's he talking about? Who's adapting?)	game/tl/english/event/swarm_abathur.rpy	413	S "[what]" id S_ebab5b3f
AB_d5fcb2fe	AB	Adapting successful.	game/tl/english/event/swarm_abathur.rpy	419	AB "[what]" id AB_d5fcb2fe
S_ee6d769a	S	(Huh? Wait, don't you dare do anything right now, I'm too sensitive!)	game/tl/english/event/swarm_abathur.rpy	425	S "[what]" id S_ee6d769a
AB_0c2943f4	AB	Essence release initiated.	game/tl/english/event/swarm_abathur.rpy	431	AB "[what]" id AB_0c2943f4
S_fcb32620	S	(W-what??? N-no, no!!!)	game/tl/english/event/swarm_abathur.rpy	437	S "[what]" id S_fcb32620
S_20b62215	S	MMMMMMMMMMMM!!!	game/tl/english/event/swarm_abathur.rpy	443	S "[what]" id S_20b62215 with shake_15
S_3f4e3220	S	MMM!!! Mmmh!!! Mmh!!! No-no-no!!!	game/tl/english/event/swarm_abathur.rpy	449	S "[what]" id S_3f4e3220
narrator_4e5840ae		All of the organisms produced by Abathur begun leaking some sort of liquid.	game/tl/english/event/swarm_abathur.rpy	455	"[what]" id narrator_4e5840ae
AB_8c9e0640	AB	Reaction to essence deemed acceptable.	game/tl/english/event/swarm_abathur.rpy	461	AB "[what]" id AB_8c9e0640
S_a897c40d	S	(Ahhh, no-no-no, it stings, it stings... ah... ah-ah-ha-ha...)	game/tl/english/event/swarm_abathur.rpy	467	S "[what]" id S_a897c40d
S_f8a9c39c	S	Mmmnph... mmmh!!!	game/tl/english/event/swarm_abathur.rpy	473	S "[what]" id S_f8a9c39c with flash_mid
S_5a8c66f3	S	(No-no-no-no-no! My body... I can't... I'm... I'm cumming!!!)	game/tl/english/event/swarm_abathur.rpy	479	S "[what]" id S_5a8c66f3
S_70edec09	S	Mmmm!!!	game/tl/english/event/swarm_abathur.rpy	485	S "[what]" id S_70edec09 with shake_15
S_d413f4a0	S	(They aren't stopping... my belly... my throat... my mouth!!! Everything stings...)	game/tl/english/event/swarm_abathur.rpy	491	S "[what]" id S_d413f4a0
S_cb48ce8f	S	MMmh... mh... mmh!!!	game/tl/english/event/swarm_abathur.rpy	497	S "[what]" id S_cb48ce8f
S_cec57f80	S	(Fuck, I feel myself slipping away... ahhh...)	game/tl/english/event/swarm_abathur.rpy	503	S "[what]" id S_cec57f80
narrator_6d1635c3		The organisms finally stopped releasing the strange liquid which made Sarah's body burn in all sorts of ways.	game/tl/english/event/swarm_abathur.rpy	509	"[what]" id narrator_6d1635c3
S_a5502371	S	Aahhh...	game/tl/english/event/swarm_abathur.rpy	515	S "[what]" id S_a5502371
S_225e9847	S	(W-what is this goo... ah... why does it have such an effect on me...)	game/tl/english/event/swarm_abathur.rpy	521	S "[what]" id S_225e9847
AB_db0b7cc5	AB	Interesting. Experiment 2055 is over. New information acquired. Organisms require upgrades.	game/tl/english/event/swarm_abathur.rpy	527	AB "[what]" id AB_db0b7cc5
S_c9ed2e97	S	W-well... hah... I think I might be able to survive...	game/tl/english/event/swarm_abathur.rpy	533	S "[what]" id S_c9ed2e97
intro_9cc552e7	intro		game/tl/english/event/swarm_abathur.rpy	539	intro "[what]" id intro_9cc552e7
narrator_8c4206c8		An instant later, Abathur was already underground. Apparently, he wasn't interested in watching Sarah keep writhing on the ground from the intense sensations the liquid caused her to experience.	game/tl/english/event/swarm_abathur.rpy	545	"[what]" id narrator_8c4206c8
narrator_b6322ac6		After a while, Sarah regained the ability to move, put her clothes back on and went to the exit.	game/tl/english/event/swarm_abathur.rpy	551	"[what]" id narrator_b6322ac6
narrator_e106bab6		Sarah accepted Abathur's offer of help and survived the ordeal he put her through, thus coming closer to achieving a connection to the Swarm.	game/tl/english/event/swarm_abathur.rpy	557	"[what]" id narrator_e106bab6
S_9702b858	S	(After w-what he's done to me, he just left without even explaining anything...)	game/tl/english/event/swarm_abathur.rpy	563	S "[what]" id S_9702b858
S_5f290dbb_2	S	...	game/tl/english/event/swarm_abathur.rpy	569	S "[what]" id S_5f290dbb_2
A_d709835c	A	What were you doing in there for so long? I've been waiting a small eternity for you.	game/tl/english/event/swarm_abathur.rpy	575	A "[what]" id A_d709835c
S_34199a59_3	S	!!!	game/tl/english/event/swarm_abathur.rpy	581	S "[what]" id S_34199a59_3
S_04f8a222	S	N-nothing...	game/tl/english/event/swarm_abathur.rpy	587	S "[what]" id S_04f8a222
A_66d99796	A	Hah, you look a bit roughed up, are you sure you don't want to tell me what happened there?	game/tl/english/event/swarm_abathur.rpy	593	A "[what]" id A_66d99796
S_12567218	S	I'm absolutely sure! Let's leave this place.	game/tl/english/event/swarm_abathur.rpy	599	S "[what]" id S_12567218
A_6a5532c7	A	Ahaha, your wish is my command!	game/tl/english/event/swarm_abathur.rpy	605	A "[what]" id A_6a5532c7
S_4a0ac398	S	Sarah entered Abathur's massive room and the doors closed themselves behind her.	game/tl/english/event/swarm_abathur.rpy	611	S "[what]" id S_4a0ac398
S_9ede0ad6	S	Abathur? I'm here.	game/tl/english/event/swarm_abathur.rpy	617	S "[what]" id S_9ede0ad6
S_0ccae3b5	S	(Where's he hiding all the time?)	game/tl/english/event/swarm_abathur.rpy	623	S "[what]" id S_0ccae3b5
AB_37c55fe3	AB	Lack of need to stay above ground.	game/tl/english/event/swarm_abathur.rpy	629	AB "[what]" id AB_37c55fe3
S_92c40332	S	(Each time he appears out of nowhere... it's a bit annoying...)	game/tl/english/event/swarm_abathur.rpy	635	S "[what]" id S_92c40332
S_4d3570cc	S	...	game/tl/english/event/swarm_abathur.rpy	641	S "[what]" id S_4d3570cc
AB_8b57ddd9	AB	Lack of delay, good. Organisms ready, we shall start.	game/tl/english/event/swarm_abathur.rpy	647	AB "[what]" id AB_8b57ddd9
AB_98c90840	AB	Schedule disrupted, experiment delayed! Unacceptable!	game/tl/english/event/swarm_abathur.rpy	653	AB "[what]" id AB_98c90840
S_7a952f74	S	I had some...	game/tl/english/event/swarm_abathur.rpy	659	S "[what]" id S_7a952f74
AB_2544694f	AB	Does not matter, only experiment matters. Remove dead matter.	game/tl/english/event/swarm_abathur.rpy	665	AB "[what]" id AB_2544694f
S_2911defb	S	Okay...	game/tl/english/event/swarm_abathur.rpy	671	S "[what]" id S_2911defb
S_a7c049bd	S	I'm supposed to do the same thing as last time, right?	game/tl/english/event/swarm_abathur.rpy	677	S "[what]" id S_a7c049bd
AB_271ddd6c	AB	Yes. Beginning upgraded organisms production. Prepare.	game/tl/english/event/swarm_abathur.rpy	683	AB "[what]" id AB_271ddd6c
S_3881a2a6	S	(He's always rushing so much... At least now I know what awaits me, and I'm ready!)	game/tl/english/event/swarm_abathur.rpy	689	S "[what]" id S_3881a2a6
AB_2cde0ef7	AB	Organisms transmission initiated.	game/tl/english/event/swarm_abathur.rpy	695	AB "[what]" id AB_2cde0ef7
narrator_f2468cdd		This time, Sarah knew what was about to happen and focused on doing her part.	game/tl/english/event/swarm_abathur.rpy	701	"[what]" id narrator_f2468cdd
S_5e2779f0	S	*Gulp*	game/tl/english/event/swarm_abathur.rpy	707	S "[what]" id S_5e2779f0 with shake_05
S_a694dde2	S	*Ohmph*	game/tl/english/event/swarm_abathur.rpy	713	S "[what]" id S_a694dde2
S_d39fd169	S	(Ahhh... I've got to get them all... I shouldn't miss any...)	game/tl/english/event/swarm_abathur.rpy	719	S "[what]" id S_d39fd169
S_169c06cf	S	Mngh... mmn... mmmh...	game/tl/english/event/swarm_abathur.rpy	725	S "[what]" id S_169c06cf
AB_3abe605a	AB	Ingestion rate acceptable. Increasing production speed.	game/tl/english/event/swarm_abathur.rpy	731	AB "[what]" id AB_3abe605a
S_cf3c2635	S	(W-what? if it's acceptable, why are you speeding up?)	game/tl/english/event/swarm_abathur.rpy	737	S "[what]" id S_cf3c2635
S_f3207b92	S	(Stop! I'm barely able to deal with this amount of these things!!!)	game/tl/english/event/swarm_abathur.rpy	743	S "[what]" id S_f3207b92
S_16e7e828	S	*Gulp...*	game/tl/english/event/swarm_abathur.rpy	749	S "[what]" id S_16e7e828
S_b02d863b	S	Mngh... mmh... ahh...	game/tl/english/event/swarm_abathur.rpy	755	S "[what]" id S_b02d863b
narrator_2b4b8506		Sarah was forced to swallow the organisms even faster.	game/tl/english/event/swarm_abathur.rpy	761	"[what]" id narrator_2b4b8506
S_ed00d6e8	S	(Ahhh... they... they're wiggling inside me... I... I feel it...)	game/tl/english/event/swarm_abathur.rpy	767	S "[what]" id S_ed00d6e8
S_d74da746	S	*Haamph... ammph*	game/tl/english/event/swarm_abathur.rpy	773	S "[what]" id S_d74da746
narrator_719f95cc		But no matter how fast Sarah was, Abathur was producing them even quicker.	game/tl/english/event/swarm_abathur.rpy	779	"[what]" id narrator_719f95cc
S_a662a462	S	(There's more of them than last time... and the more I swallow, the better I feel...)	game/tl/english/event/swarm_abathur.rpy	785	S "[what]" id S_a662a462
S_ac263ece	S	*Gulp, homp*	game/tl/english/event/swarm_abathur.rpy	791	S "[what]" id S_ac263ece
S_e2f7dde3	S	*Omph... gulp*	game/tl/english/event/swarm_abathur.rpy	797	S "[what]" id S_e2f7dde3
S_9b9c8682	S	Mmmnmmmgh!!! Mnn...	game/tl/english/event/swarm_abathur.rpy	803	S "[what]" id S_9b9c8682
narrator_569a7a6e		Some creatures still missed Sarah's mouth and fell onto her naked body, in particular, her breasts.	game/tl/english/event/swarm_abathur.rpy	809	"[what]" id narrator_569a7a6e
narrator_3ca1a6ba		Sarah's body reacted positively to all the stimulation and Sarah's mind was constantly assaulted by pleasure.	game/tl/english/event/swarm_abathur.rpy	815	"[what]" id narrator_3ca1a6ba
S_0bfc7852	S	(Ahh... no... w-why are they latching onto my chest...{w} are they doing it on purpose?)	game/tl/english/event/swarm_abathur.rpy	821	S "[what]" id S_0bfc7852
narrator_8e7e68f1		Despite noticing the organisms on her breasts, Sarah didn't do anything about them, and soon they begun stimulating her hard nipples.	game/tl/english/event/swarm_abathur.rpy	827	"[what]" id narrator_8e7e68f1
S_f40c1725	S	(Ahh... no... not there... S-stop messing with them... ah...)	game/tl/english/event/swarm_abathur.rpy	833	S "[what]" id S_f40c1725
AB_3b7c2a23	AB	Necessary part of the experiment. Body studied, relevant parts found, external simulation required.	game/tl/english/event/swarm_abathur.rpy	839	AB "[what]" id AB_3b7c2a23
S_f3d533ed	S	*Ammph*	game/tl/english/event/swarm_abathur.rpy	845	S "[what]" id S_f3d533ed
S_58effafc	S	(Shit... I shouldn't have eaten today... my belly is so full... and these bugs are still coming...)	game/tl/english/event/swarm_abathur.rpy	851	S "[what]" id S_58effafc
S_c2331fa1	S	(I feel them... moving the food... aahhh... why does it feel so good...)	game/tl/english/event/swarm_abathur.rpy	857	S "[what]" id S_c2331fa1
AB_bcc21eb2	AB	Necessary amount of organisms ingested. Initiating final step of experiment.	game/tl/english/event/swarm_abathur.rpy	863	AB "[what]" id AB_bcc21eb2
S_ecd854df	S	(Good thing I haven't eaten today...)	game/tl/english/event/swarm_abathur.rpy	869	S "[what]" id S_ecd854df
S_07c65099	S	(I don't know how all these bugs would fit inside me otherwise...)	game/tl/english/event/swarm_abathur.rpy	875	S "[what]" id S_07c65099
AB_816e9fb7	AB	Necessary amount of organisms not yet ingested, continuing.	game/tl/english/event/swarm_abathur.rpy	881	AB "[what]" id AB_816e9fb7
S_cfdea33d	S	*Aaaamph gulp gulp*	game/tl/english/event/swarm_abathur.rpy	887	S "[what]" id S_cfdea33d
S_47cb377c	S	(Ah... There're even more... oh my... did he have to speed up again...)	game/tl/english/event/swarm_abathur.rpy	893	S "[what]" id S_47cb377c
S_0188e3d2	S	*Amph*	game/tl/english/event/swarm_abathur.rpy	899	S "[what]" id S_0188e3d2
